sample_accession	run_accession	library_layout
SRS3675504	SRR7700300	PAIRED
SRS3675514	SRR7700310	PAIRED
SRS3675516	SRR7700312	PAIRED
SRS3675531	SRR7700324	PAIRED
SRS3675536	SRR7700330	PAIRED
SRS3675564	SRR7700362	PAIRED
SRS3675567	SRR7700365	PAIRED
SRS3675605	SRR7700403	PAIRED
SRS3675613	SRR7700411	PAIRED
SRS3675624	SRR7700423	PAIRED
SRS3675638	SRR7700437	PAIRED
SRS3675671	SRR7700471	PAIRED
SRS3675678	SRR7700477	PAIRED
SRS3675850	SRR7700488	PAIRED
SRS3675693	SRR7700492	PAIRED
SRS3675697	SRR7700496	PAIRED
SRS3675700	SRR7700499	PAIRED
SRS3675710	SRR7700509	PAIRED
SRS3675732	SRR7700531	PAIRED
SRS3675752	SRR7700550	PAIRED
SRS3675762	SRR7700560	PAIRED
SRS3675761	SRR7700562	PAIRED
SRS3675771	SRR7700570	PAIRED
SRS3675777	SRR7700575	PAIRED
SRS3675778	SRR7700576	PAIRED
SRS3675784	SRR7700584	PAIRED
SRS3675789	SRR7700586	PAIRED
SRS3675794	SRR7700593	PAIRED
SRS3675803	SRR7700601	PAIRED
SRS3675809	SRR7700607	PAIRED
SRS3675815	SRR7700613	PAIRED
SRS3675822	SRR7700620	PAIRED
SRS3698222	SRR7733534	PAIRED
SRS3698215	SRR7733528	PAIRED
SRS3729712	SRR7773398	SINGLE
SRS3729724	SRR7773410	SINGLE
SRS3729732	SRR7773418	SINGLE
SRS3731633	SRR7775493	SINGLE
SRS3731637	SRR7775495	SINGLE
SRS3731639	SRR7775497	SINGLE
SRS3731652	SRR7775511	SINGLE
SRS3731718	SRR7775577	SINGLE
SRS3731727	SRR7775584	SINGLE
SRS3731726	SRR7775585	SINGLE
SRS3731737	SRR7775594	SINGLE
SRS3731761	SRR7775620	SINGLE
SRS3731810	SRR7775668	SINGLE
SRS3731822	SRR7775680	SINGLE
SRS3731823	SRR7775682	SINGLE
SRS3731829	SRR7775688	SINGLE
SRS3731836	SRR7775694	SINGLE
SRS3731861	SRR7775719	SINGLE
SRS3731876	SRR7775734	SINGLE
SRS3731879	SRR7775738	SINGLE
SRS3731882	SRR7775740	SINGLE
SRS3731888	SRR7775746	SINGLE
SRS3731898	SRR7775757	SINGLE
SRS3731905	SRR7775763	SINGLE
SRS3731914	SRR7775772	SINGLE
SRS3731932	SRR7775791	SINGLE
SRS3731937	SRR7775793	SINGLE
SRS3731935	SRR7775795	SINGLE
SRS3731950	SRR7775809	SINGLE
SRS3731972	SRR7775831	SINGLE
SRS3731976	SRR7775835	SINGLE
SRS3732001	SRR7775861	SINGLE
SRS3732025	SRR7775886	SINGLE
SRS3732026	SRR7775887	SINGLE
SRS3732027	SRR7775888	SINGLE
SRS3732028	SRR7775890	SINGLE
SRS3732064	SRR7775923	SINGLE
SRS3732079	SRR7775937	SINGLE
SRS3732082	SRR7775942	SINGLE
SRS3732111	SRR7775969	SINGLE
SRS3732119	SRR7775975	SINGLE
SRS3732130	SRR7775993	SINGLE
SRS3732136	SRR7775994	SINGLE
SRS3732138	SRR7775996	SINGLE
SRS3732144	SRR7776000	SINGLE
SRS3732161	SRR7776019	SINGLE
SRS3732165	SRR7776024	SINGLE
SRS3732169	SRR7776029	SINGLE
SRS3732178	SRR7776036	SINGLE
SRS3732266	SRR7776125	SINGLE
SRS3732383	SRR7776133	SINGLE
SRS3732284	SRR7776144	SINGLE
SRS3732304	SRR7776163	SINGLE
SRS3732303	SRR7776164	SINGLE
SRS3732309	SRR7776169	SINGLE
SRS3732316	SRR7776176	SINGLE
SRS3732325	SRR7776185	SINGLE
SRS3732384	SRR7776196	SINGLE
SRS3732344	SRR7776204	SINGLE
SRS3732349	SRR7776208	SINGLE
SRS3732376	SRR7776237	SINGLE
SRS3732386	SRR7776244	SINGLE
SRS3732404	SRR7776262	SINGLE
SRS3732406	SRR7776264	SINGLE
SRS3732421	SRR7776279	SINGLE
SRS3732425	SRR7776283	SINGLE
SRS3732439	SRR7776296	SINGLE
SRS3732440	SRR7776298	SINGLE
SRS3732452	SRR7776310	SINGLE
SRS3732467	SRR7776325	SINGLE
SRS3732477	SRR7776335	SINGLE
SRS3732491	SRR7776348	SINGLE
SRS3732496	SRR7776349	SINGLE
SRS3732490	SRR7776353	SINGLE
SRS3732502	SRR7776362	SINGLE
SRS3732519	SRR7776377	SINGLE
SRS3732526	SRR7776388	SINGLE
SRS3732541	SRR7776399	SINGLE
SRS3732539	SRR7776402	SINGLE
SRS3732550	SRR7776410	SINGLE
SRS3732564	SRR7776424	SINGLE
SRS3732589	SRR7776448	SINGLE
SRS3732602	SRR7776458	SINGLE
SRS3732599	SRR7776460	SINGLE
SRS3732607	SRR7776467	SINGLE
SRS3732610	SRR7776470	SINGLE
SRS3732617	SRR7776477	SINGLE
SRS3732628	SRR7776489	SINGLE
SRS3732656	SRR7776518	SINGLE
SRS3732661	SRR7776521	SINGLE
SRS3732665	SRR7776525	SINGLE
SRS3732670	SRR7776529	SINGLE
SRS3732681	SRR7776539	SINGLE
SRS3732696	SRR7776555	SINGLE
SRS3732702	SRR7776561	SINGLE
SRS3732707	SRR7776567	SINGLE
SRS3732712	SRR7776570	SINGLE
SRS3732720	SRR7776578	SINGLE
SRS3732728	SRR7776587	SINGLE
SRS3732744	SRR7776604	SINGLE
SRS3732747	SRR7776606	SINGLE
SRS3732748	SRR7776608	SINGLE
SRS3732751	SRR7776610	SINGLE
SRS3732762	SRR7776621	SINGLE
SRS3732772	SRR7776630	SINGLE
SRS3732795	SRR7776654	SINGLE
SRS3732797	SRR7776655	SINGLE
SRS3732803	SRR7776662	SINGLE
SRS3732807	SRR7776664	SINGLE
SRS3732817	SRR7776677	SINGLE
SRS3732819	SRR7776678	SINGLE
SRS3732820	SRR7776680	SINGLE
SRS3732829	SRR7776689	SINGLE
SRS3732833	SRR7776693	SINGLE
SRS3732834	SRR7776695	SINGLE
SRS3732838	SRR7776699	SINGLE
SRS3732840	SRR7776700	SINGLE
SRS3732856	SRR7776716	SINGLE
SRS3732880	SRR7776742	SINGLE
SRS3732883	SRR7776745	SINGLE
SRS3732889	SRR7776752	SINGLE
SRS3732905	SRR7776766	SINGLE
SRS3732906	SRR7776767	SINGLE
SRS3732921	SRR7776782	SINGLE
SRS3732925	SRR7776785	SINGLE
SRS3732932	SRR7776793	SINGLE
SRS3732934	SRR7776795	SINGLE
SRS3732937	SRR7776798	SINGLE
SRS3732949	SRR7776809	SINGLE
SRS3732961	SRR7776822	SINGLE
SRS3732969	SRR7776830	SINGLE
SRS3732973	SRR7776833	SINGLE
SRS3732974	SRR7776834	SINGLE
SRS3770544	SRR7825702	PAIRED
SRS3770562	SRR7825721	PAIRED
SRS3770569	SRR7825727	PAIRED
SRS3770598	SRR7825755	PAIRED
SRS3770603	SRR7825763	PAIRED
SRS3770608	SRR7825766	PAIRED
SRS3770610	SRR7825771	PAIRED
SRS4715842	SRR9004417	PAIRED
SRS4715842	SRR9004406	PAIRED
SRS4715842	SRR9004410	PAIRED
SRS4715842	SRR9004419	PAIRED
SRS4715842	SRR9004418	PAIRED
SRS4715842	SRR9004413	PAIRED
SRS4715842	SRR9004408	PAIRED
SRS4715842	SRR9004415	PAIRED
SRS4715842	SRR9004412	PAIRED
SRS4715842	SRR9004409	PAIRED
SRS4715842	SRR9004405	PAIRED
SRS4715842	SRR9004411	PAIRED
SRS4715842	SRR9004407	PAIRED
SRS4715842	SRR9004414	PAIRED
SRS4715842	SRR9004416	PAIRED
SRS4715842	SRR9004420	PAIRED
SRS1397508	SRR3375522	SINGLE
SRS1397493	SRR3375536	SINGLE
SRS1397487	SRR3375542	SINGLE
SRS1397450	SRR3375579	SINGLE
SRS1397448	SRR3375581	SINGLE
SRS1397415	SRR3375614	SINGLE
SRS1397400	SRR3375629	SINGLE
SRS1397399	SRR3375630	SINGLE
SRS1397398	SRR3375632	SINGLE
SRS1397392	SRR3375637	SINGLE
SRS1397391	SRR3375638	SINGLE
SRS1397388	SRR3375641	SINGLE
SRS1397386	SRR3375644	SINGLE
SRS1397370	SRR3375660	SINGLE
SRS1397362	SRR3375675	SINGLE
SRS1397360	SRR3375679	SINGLE
SRS1397359	SRR3375683	SINGLE
SRS1397350	SRR3375694	SINGLE
SRS1397353	SRR3375696	SINGLE
SRS1397347	SRR3375704	SINGLE
SRS1397323	SRR3375751	SINGLE
SRS1397312	SRR3375771	SINGLE
SRS1397290	SRR3375803	SINGLE
SRS1397286	SRR3375807	SINGLE
SRS1397236	SRR3375857	SINGLE
SRS1397234	SRR3375859	SINGLE
SRS1397191	SRR3375867	SINGLE
SRS1397186	SRR3375871	SINGLE
SRS1467267	SRR3587537	SINGLE
SRS1467288	SRR3587557	SINGLE
SRS1467293	SRR3587562	SINGLE
SRS1467306	SRR3587575	SINGLE
SRS1467334	SRR3587603	SINGLE
SRS1467351	SRR3587620	SINGLE
SRS1467373	SRR3587641	SINGLE
SRS1467393	SRR3587662	SINGLE
SRS1467396	SRR3587665	SINGLE
SRS1467425	SRR3587694	SINGLE
SRS1467429	SRR3587697	SINGLE
SRS1467438	SRR3587707	SINGLE
SRS1467444	SRR3587712	SINGLE
SRS1467449	SRR3587717	SINGLE
SRS1467459	SRR3587727	SINGLE
SRS1467467	SRR3587736	SINGLE
SRS1467470	SRR3587740	SINGLE
SRS1467493	SRR3587761	SINGLE
SRS1467495	SRR3587763	SINGLE
SRS1467501	SRR3587770	SINGLE
SRS1467515	SRR3587785	SINGLE
SRS1467524	SRR3587793	SINGLE
SRS1467537	SRR3587806	SINGLE
SRS1467559	SRR3587828	SINGLE
SRS1467565	SRR3587834	SINGLE
SRS1467567	SRR3587836	SINGLE
SRS1467616	SRR3587885	SINGLE
SRS1467617	SRR3587886	SINGLE
SRS1467618	SRR3587887	SINGLE
SRS1467621	SRR3587890	SINGLE
SRS1467622	SRR3587891	SINGLE
SRS1467627	SRR3587896	SINGLE
SRS1467641	SRR3587910	SINGLE
SRS2166269	SRR5508607	SINGLE
SRS2166298	SRR5508636	SINGLE
SRS2166299	SRR5508638	SINGLE
SRS2166306	SRR5508644	SINGLE
SRS2166322	SRR5508660	SINGLE
SRS2166364	SRR5508680	SINGLE
SRS2166353	SRR5508686	SINGLE
SRS2166359	SRR5508696	SINGLE
SRS2166365	SRR5508704	SINGLE
SRS2166375	SRR5508712	SINGLE
SRS2166408	SRR5508732	SINGLE
SRS2166397	SRR5508736	SINGLE
SRS2166402	SRR5508742	SINGLE
SRS2166403	SRR5508744	SINGLE
SRS2166405	SRR5508745	SINGLE
SRS2166415	SRR5508753	SINGLE
SRS2166414	SRR5508754	SINGLE
SRS2166429	SRR5508767	SINGLE
SRS2166435	SRR5508772	SINGLE
SRS2166450	SRR5508789	SINGLE
SRS2166459	SRR5508797	SINGLE
SRS2166461	SRR5508799	SINGLE
SRS2166465	SRR5508801	SINGLE
SRS2166469	SRR5508808	SINGLE
SRS2166479	SRR5508818	SINGLE
SRS2166482	SRR5508820	SINGLE
SRS2166489	SRR5508828	SINGLE
SRS2166492	SRR5508830	SINGLE
SRS2166500	SRR5508838	SINGLE
SRS2166509	SRR5508849	SINGLE
SRS2166679	SRR5508873	SINGLE
SRS2166683	SRR5508877	SINGLE
SRS2166689	SRR5508884	SINGLE
SRS2166711	SRR5508908	SINGLE
SRS2166728	SRR5508923	SINGLE
SRS2166734	SRR5508930	SINGLE
SRS2166740	SRR5508934	SINGLE
SRS2166756	SRR5508950	SINGLE
SRS2166815	SRR5508964	SINGLE
SRS2166795	SRR5508991	SINGLE
SRS2166808	SRR5509004	SINGLE
SRS2166811	SRR5509006	SINGLE
SRS2166819	SRR5509014	SINGLE
SRS2166837	SRR5509031	SINGLE
SRS2166854	SRR5509045	SINGLE
SRS2166868	SRR5509057	SINGLE
SRS2166877	SRR5509073	SINGLE
SRS2166884	SRR5509079	SINGLE
SRS2166905	SRR5509101	SINGLE
SRS2166906	SRR5509102	SINGLE
SRS2166912	SRR5509107	SINGLE
SRS2166921	SRR5509115	SINGLE
SRS2166923	SRR5509117	SINGLE
SRS2166926	SRR5509119	SINGLE
SRS2166925	SRR5509120	SINGLE
SRS2166928	SRR5509124	SINGLE
SRS2166941	SRR5509137	SINGLE
SRS2166947	SRR5509143	SINGLE
SRS2166953	SRR5509150	SINGLE
SRS3106630	SRR6916778	PAIRED
SRS3106631	SRR6916780	PAIRED
SRS3106646	SRR6916794	PAIRED
SRS3106655	SRR6916803	PAIRED
SRS3106684	SRR6916832	PAIRED
SRS3106707	SRR6916854	PAIRED
SRS3106712	SRR6916860	PAIRED
SRS3669092	SRR7692548	PAIRED
SRS3669094	SRR7692552	PAIRED
SRS3674997	SRR7699793	PAIRED
SRS3675006	SRR7699803	PAIRED
SRS3675021	SRR7699817	PAIRED
SRS3675024	SRR7699821	PAIRED
SRS3675027	SRR7699823	PAIRED
SRS3675048	SRR7699843	PAIRED
SRS3675047	SRR7699845	PAIRED
SRS3675069	SRR7699865	PAIRED
SRS3675089	SRR7699887	PAIRED
SRS3675104	SRR7699902	PAIRED
SRS3675108	SRR7699907	PAIRED
SRS3675126	SRR7699924	PAIRED
SRS3675132	SRR7699931	PAIRED
SRS3675134	SRR7699933	PAIRED
SRS3675141	SRR7699937	PAIRED
SRS3675140	SRR7699938	PAIRED
SRS3675144	SRR7699940	PAIRED
SRS3675161	SRR7699958	PAIRED
SRS3675168	SRR7699959	PAIRED
SRS3675165	SRR7699961	PAIRED
SRS3675163	SRR7699962	PAIRED
SRS3675167	SRR7699964	PAIRED
SRS3675177	SRR7699970	PAIRED
SRS3675179	SRR7699977	PAIRED
SRS3675189	SRR7699985	PAIRED
SRS3675220	SRR7700016	PAIRED
SRS3675230	SRR7700023	PAIRED
SRS3675236	SRR7700031	PAIRED
SRS3675251	SRR7700043	PAIRED
SRS3675253	SRR7700046	PAIRED
SRS3675255	SRR7700049	PAIRED
SRS3675267	SRR7700062	PAIRED
SRS3675275	SRR7700069	PAIRED
SRS3675274	SRR7700070	PAIRED
SRS3675276	SRR7700074	PAIRED
SRS3675287	SRR7700083	PAIRED
SRS3675297	SRR7700093	PAIRED
SRS3675301	SRR7700096	PAIRED
SRS3675314	SRR7700109	PAIRED
SRS3675341	SRR7700138	PAIRED
SRS3675342	SRR7700139	PAIRED
SRS3675344	SRR7700143	PAIRED
SRS3675348	SRR7700145	PAIRED
SRS3675367	SRR7700164	PAIRED
SRS3675395	SRR7700192	PAIRED
SRS3675400	SRR7700197	PAIRED
SRS3675405	SRR7700203	PAIRED
SRS3675414	SRR7700210	PAIRED
SRS3675422	SRR7700216	PAIRED
SRS3675426	SRR7700220	PAIRED
SRS3675421	SRR7700221	PAIRED
SRS3675441	SRR7700238	PAIRED
SRS3675450	SRR7700249	PAIRED
SRS3675454	SRR7700251	PAIRED
SRS3675466	SRR7700262	PAIRED
SRS3675468	SRR7700263	PAIRED
SRS3675471	SRR7700269	PAIRED
SRS3675479	SRR7700275	PAIRED
SRS3675494	SRR7700289	PAIRED
SRS3675505	SRR7700303	PAIRED
SRS3675515	SRR7700311	PAIRED
SRS3675522	SRR7700317	PAIRED
SRS3675533	SRR7700328	PAIRED
SRS3675546	SRR7700340	PAIRED
SRS3675570	SRR7700368	PAIRED
SRS3675580	SRR7700379	PAIRED
SRS3675582	SRR7700381	PAIRED
SRS3675585	SRR7700383	PAIRED
SRS3675587	SRR7700386	PAIRED
SRS3675592	SRR7700390	PAIRED
SRS3675594	SRR7700394	PAIRED
SRS3675600	SRR7700401	PAIRED
SRS3675623	SRR7700422	PAIRED
SRS3675626	SRR7700424	PAIRED
SRS3675649	SRR7700445	PAIRED
SRS3675655	SRR7700455	PAIRED
SRS3675663	SRR7700462	PAIRED
SRS3675672	SRR7700470	PAIRED
SRS3675675	SRR7700473	PAIRED
SRS3675687	SRR7700485	PAIRED
SRS3675686	SRR7700487	PAIRED
SRS3675698	SRR7700498	PAIRED
SRS3675701	SRR7700500	PAIRED
SRS3675721	SRR7700520	PAIRED
SRS3675747	SRR7700542	PAIRED
SRS3675748	SRR7700543	PAIRED
SRS3675775	SRR7700573	PAIRED
SRS3675781	SRR7700579	PAIRED
SRS3675788	SRR7700585	PAIRED
SRS3675825	SRR7700623	PAIRED
SRS3675834	SRR7700634	PAIRED
SRS3698221	SRR7733532	PAIRED
SRS3698224	SRR7733535	PAIRED
SRS3698232	SRR7733542	PAIRED
SRS3729718	SRR7773404	SINGLE
SRS3729719	SRR7773405	SINGLE
SRS3729736	SRR7773422	SINGLE
SRS3729739	SRR7773425	SINGLE
SRS3731644	SRR7775502	SINGLE
SRS3731647	SRR7775504	SINGLE
SRS3731665	SRR7775523	SINGLE
SRS3731669	SRR7775527	SINGLE
SRS3731674	SRR7775532	SINGLE
SRS3731681	SRR7775537	SINGLE
SRS3731683	SRR7775541	SINGLE
SRS3731685	SRR7775544	SINGLE
SRS3731689	SRR7775547	SINGLE
SRS3731690	SRR7775548	SINGLE
SRS3731693	SRR7775551	SINGLE
SRS3731714	SRR7775572	SINGLE
SRS3731728	SRR7775586	SINGLE
SRS3731738	SRR7775596	SINGLE
SRS3731740	SRR7775598	SINGLE
SRS3731747	SRR7775605	SINGLE
SRS3731752	SRR7775609	SINGLE
SRS3731751	SRR7775610	SINGLE
SRS3731754	SRR7775612	SINGLE
SRS3731768	SRR7775626	SINGLE
SRS3731771	SRR7775630	SINGLE
SRS3731781	SRR7775639	SINGLE
SRS3731786	SRR7775644	SINGLE
SRS3731790	SRR7775648	SINGLE
SRS3731791	SRR7775649	SINGLE
SRS3731796	SRR7775655	SINGLE
SRS3731842	SRR7775700	SINGLE
SRS3731843	SRR7775701	SINGLE
SRS3731845	SRR7775703	SINGLE
SRS3731850	SRR7775708	SINGLE
SRS3731857	SRR7775715	SINGLE
SRS3731864	SRR7775722	SINGLE
SRS3731868	SRR7775726	SINGLE
SRS3731889	SRR7775749	SINGLE
SRS3731903	SRR7775760	SINGLE
SRS3731904	SRR7775762	SINGLE
SRS3731909	SRR7775767	SINGLE
SRS3731917	SRR7775775	SINGLE
SRS3731921	SRR7775778	SINGLE
SRS3731923	SRR7775781	SINGLE
SRS3731929	SRR7775788	SINGLE
SRS3731930	SRR7775789	SINGLE
SRS3731943	SRR7775803	SINGLE
SRS3731946	SRR7775804	SINGLE
SRS3731955	SRR7775815	SINGLE
SRS3731960	SRR7775819	SINGLE
SRS3731971	SRR7775830	SINGLE
SRS3731978	SRR7775837	SINGLE
SRS3731988	SRR7775847	SINGLE
SRS3732005	SRR7775864	SINGLE
SRS3732013	SRR7775875	SINGLE
SRS3732015	SRR7775876	SINGLE
SRS3732020	SRR7775881	SINGLE
SRS3732021	SRR7775882	SINGLE
SRS3732022	SRR7775883	SINGLE
SRS3732024	SRR7775885	SINGLE
SRS3732045	SRR7775905	SINGLE
SRS3732047	SRR7775907	SINGLE
SRS3732059	SRR7775920	SINGLE
SRS3732073	SRR7775933	SINGLE
SRS3732085	SRR7775941	SINGLE
SRS3732086	SRR7775943	SINGLE
SRS3732093	SRR7775951	SINGLE
SRS3732107	SRR7775965	SINGLE
SRS3732109	SRR7775968	SINGLE
SRS3732118	SRR7775976	SINGLE
SRS3732121	SRR7775980	SINGLE
SRS3732149	SRR7776007	SINGLE
SRS3732158	SRR7776018	SINGLE
SRS3732172	SRR7776031	SINGLE
SRS3732188	SRR7776048	SINGLE
SRS3732200	SRR7776059	SINGLE
SRS3732209	SRR7776065	SINGLE
SRS3732213	SRR7776072	SINGLE
SRS3732223	SRR7776082	SINGLE
SRS3732224	SRR7776083	SINGLE
SRS3732239	SRR7776096	SINGLE
SRS3732241	SRR7776100	SINGLE
SRS3732243	SRR7776102	SINGLE
SRS3732244	SRR7776103	SINGLE
SRS3732251	SRR7776110	SINGLE
SRS3732277	SRR7776137	SINGLE
SRS3732278	SRR7776138	SINGLE
SRS3732289	SRR7776149	SINGLE
SRS3732294	SRR7776154	SINGLE
SRS3732308	SRR7776168	SINGLE
SRS3732330	SRR7776190	SINGLE
SRS3732361	SRR7776222	SINGLE
SRS3732373	SRR7776234	SINGLE
SRS3732379	SRR7776241	SINGLE
SRS3732385	SRR7776243	SINGLE
SRS3732392	SRR7776250	SINGLE
SRS3732396	SRR7776254	SINGLE
SRS3732414	SRR7776272	SINGLE
SRS3732415	SRR7776274	SINGLE
SRS3732432	SRR7776290	SINGLE
SRS3732443	SRR7776300	SINGLE
SRS3732461	SRR7776318	SINGLE
SRS3732472	SRR7776332	SINGLE
SRS3732478	SRR7776338	SINGLE
SRS3732489	SRR7776342	SINGLE
SRS3732488	SRR7776344	SINGLE
SRS3732484	SRR7776346	SINGLE
SRS3732493	SRR7776354	SINGLE
SRS3732498	SRR7776355	SINGLE
SRS3732499	SRR7776357	SINGLE
SRS3732509	SRR7776372	SINGLE
SRS3732517	SRR7776376	SINGLE
SRS3732545	SRR7776405	SINGLE
SRS3732548	SRR7776407	SINGLE
SRS3732560	SRR7776420	SINGLE
SRS3732566	SRR7776426	SINGLE
SRS3732571	SRR7776431	SINGLE
SRS3732572	SRR7776435	SINGLE
SRS3732581	SRR7776441	SINGLE
SRS3732587	SRR7776447	SINGLE
SRS3732601	SRR7776462	SINGLE
SRS3732605	SRR7776465	SINGLE
SRS3732626	SRR7776487	SINGLE
SRS3732627	SRR7776488	SINGLE
SRS3732629	SRR7776490	SINGLE
SRS3732643	SRR7776504	SINGLE
SRS3732657	SRR7776516	SINGLE
SRS3732662	SRR7776522	SINGLE
SRS3732672	SRR7776531	SINGLE
SRS3732680	SRR7776540	SINGLE
SRS3732684	SRR7776542	SINGLE
SRS3732688	SRR7776547	SINGLE
SRS3732689	SRR7776548	SINGLE
SRS3732697	SRR7776556	SINGLE
SRS3732699	SRR7776560	SINGLE
SRS3732709	SRR7776563	SINGLE
SRS3732717	SRR7776575	SINGLE
SRS3732718	SRR7776579	SINGLE
SRS3732754	SRR7776613	SINGLE
SRS3732756	SRR7776616	SINGLE
SRS3732778	SRR7776637	SINGLE
SRS3732794	SRR7776653	SINGLE
SRS3732802	SRR7776661	SINGLE
SRS3732977	SRR7776672	SINGLE
SRS3732818	SRR7776679	SINGLE
SRS3732842	SRR7776703	SINGLE
SRS3732876	SRR7776738	SINGLE
SRS3732890	SRR7776751	SINGLE
SRS3732903	SRR7776764	SINGLE
SRS3732914	SRR7776775	SINGLE
SRS3732928	SRR7776788	SINGLE
SRS3732927	SRR7776789	SINGLE
SRS3732946	SRR7776807	SINGLE
SRS3732950	SRR7776811	SINGLE
SRS3732953	SRR7776814	SINGLE
SRS3732956	SRR7776817	SINGLE
SRS3732959	SRR7776819	SINGLE
SRS3732970	SRR7776829	SINGLE
SRS3770557	SRR7825716	PAIRED
SRS3770566	SRR7825725	PAIRED
SRS3770574	SRR7825732	PAIRED
SRS3770594	SRR7825751	PAIRED
SRS3770600	SRR7825758	PAIRED
SRS3770601	SRR7825759	PAIRED
SRS3770609	SRR7825767	PAIRED
SRS4363762	SRR8573765	PAIRED
SRS4715843	SRR9004327	PAIRED
SRS4715843	SRR9004332	PAIRED
SRS4715843	SRR9004340	PAIRED
SRS4715843	SRR9004325	PAIRED
SRS4715843	SRR9004330	PAIRED
SRS4715843	SRR9004339	PAIRED
SRS4715843	SRR9004333	PAIRED
SRS4715843	SRR9004329	PAIRED
SRS4715843	SRR9004334	PAIRED
SRS4715843	SRR9004328	PAIRED
SRS4715843	SRR9004336	PAIRED
SRS4715843	SRR9004335	PAIRED
SRS4715843	SRR9004331	PAIRED
SRS4715843	SRR9004338	PAIRED
SRS4715843	SRR9004326	PAIRED
SRS4715843	SRR9004337	PAIRED
SRS1397506	SRR3375524	SINGLE
SRS1397498	SRR3375531	SINGLE
SRS1397497	SRR3375532	SINGLE
SRS1397495	SRR3375534	SINGLE
SRS1397477	SRR3375552	SINGLE
SRS1397472	SRR3375557	SINGLE
SRS1397466	SRR3375563	SINGLE
SRS1397442	SRR3375587	SINGLE
SRS1397431	SRR3375598	SINGLE
SRS1397426	SRR3375601	SINGLE
SRS1397428	SRR3375604	SINGLE
SRS1397421	SRR3375607	SINGLE
SRS1397397	SRR3375631	SINGLE
SRS1397376	SRR3375653	SINGLE
SRS1397372	SRR3375657	SINGLE
SRS1397361	SRR3375677	SINGLE
SRS1397354	SRR3375691	SINGLE
SRS1397343	SRR3375712	SINGLE
SRS1397337	SRR3375723	SINGLE
SRS1397317	SRR3375762	SINGLE
SRS1397306	SRR3375782	SINGLE
SRS1397298	SRR3375795	SINGLE
SRS1397294	SRR3375799	SINGLE
SRS1397291	SRR3375802	SINGLE
SRS1397267	SRR3375826	SINGLE
SRS1397255	SRR3375838	SINGLE
SRS1397254	SRR3375839	SINGLE
SRS1397250	SRR3375843	SINGLE
SRS1397233	SRR3375860	SINGLE
SRS1467261	SRR3587531	SINGLE
SRS1467266	SRR3587536	SINGLE
SRS1467269	SRR3587539	SINGLE
SRS1467279	SRR3587549	SINGLE
SRS1467282	SRR3587552	SINGLE
SRS1467283	SRR3587553	SINGLE
SRS1467307	SRR3587576	SINGLE
SRS1467327	SRR3587596	SINGLE
SRS1467330	SRR3587599	SINGLE
SRS1467336	SRR3587605	SINGLE
SRS1467345	SRR3587615	SINGLE
SRS1467408	SRR3587677	SINGLE
SRS1467414	SRR3587683	SINGLE
SRS1467435	SRR3587704	SINGLE
SRS1467437	SRR3587706	SINGLE
SRS1467452	SRR3587721	SINGLE
SRS1467472	SRR3587741	SINGLE
SRS1467487	SRR3587756	SINGLE
SRS1467502	SRR3587771	SINGLE
SRS1467510	SRR3587780	SINGLE
SRS1467516	SRR3587781	SINGLE
SRS1467512	SRR3587782	SINGLE
SRS1467518	SRR3587787	SINGLE
SRS1467526	SRR3587792	SINGLE
SRS1467577	SRR3587846	SINGLE
SRS1467588	SRR3587857	SINGLE
SRS1467589	SRR3587858	SINGLE
SRS1467598	SRR3587867	SINGLE
SRS1467634	SRR3587903	SINGLE
SRS1467640	SRR3587909	SINGLE
SRS1467642	SRR3587911	SINGLE
SRS2166278	SRR5508616	SINGLE
SRS2166293	SRR5508632	SINGLE
SRS2166294	SRR5508633	SINGLE
SRS2166344	SRR5508683	SINGLE
SRS2166348	SRR5508688	SINGLE
SRS2166355	SRR5508695	SINGLE
SRS2166356	SRR5508697	SINGLE
SRS2166367	SRR5508706	SINGLE
SRS2166369	SRR5508708	SINGLE
SRS2166383	SRR5508722	SINGLE
SRS2166389	SRR5508727	SINGLE
SRS2166399	SRR5508738	SINGLE
SRS2166400	SRR5508740	SINGLE
SRS2166409	SRR5508748	SINGLE
SRS2166440	SRR5508778	SINGLE
SRS2166446	SRR5508785	SINGLE
SRS2166454	SRR5508793	SINGLE
SRS2166456	SRR5508794	SINGLE
SRS2166464	SRR5508800	SINGLE
SRS2166463	SRR5508803	SINGLE
SRS2166474	SRR5508812	SINGLE
SRS2166478	SRR5508817	SINGLE
SRS2166513	SRR5508851	SINGLE
SRS2166662	SRR5508855	SINGLE
SRS2166678	SRR5508872	SINGLE
SRS2166692	SRR5508887	SINGLE
SRS2166695	SRR5508888	SINGLE
SRS2166700	SRR5508896	SINGLE
SRS2166703	SRR5508899	SINGLE
SRS2166710	SRR5508905	SINGLE
SRS2166717	SRR5508907	SINGLE
SRS2166729	SRR5508925	SINGLE
SRS2166733	SRR5508929	SINGLE
SRS2166736	SRR5508931	SINGLE
SRS2166738	SRR5508933	SINGLE
SRS2166741	SRR5508936	SINGLE
SRS2166800	SRR5508995	SINGLE
SRS2166806	SRR5509002	SINGLE
SRS2166836	SRR5509029	SINGLE
SRS2166843	SRR5509037	SINGLE
SRS2166862	SRR5509055	SINGLE
SRS2166892	SRR5509089	SINGLE
SRS2166959	SRR5509123	SINGLE
SRS2166931	SRR5509126	SINGLE
