sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Donor	Organ	sex	Batch	biosample_title	retina_region	strain	batch
#SRS5052347	SRR9631221	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200348	NA	Eye	NA	NA	sample_R71_C11	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052346	SRR9631220	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200349	NA	Eye	NA	NA	sample_R70_C7	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052345	SRR9631219	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200350	NA	Eye	NA	NA	sample_R70_C70	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052344	SRR9631218	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200351	NA	Eye	NA	NA	sample_R70_C69	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052343	SRR9630713	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200622	NA	Eye	NA	NA	sample_R5_C70	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052340	SRR9630712	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200623	NA	Eye	NA	NA	sample_R5_C6	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052342	SRR9630711	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200624	NA	Eye	NA	NA	sample_R5_C69	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052341	SRR9630710	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200625	NA	Eye	NA	NA	sample_R5_C62	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052339	SRR9630709	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200626	NA	Eye	NA	NA	sample_R5_C57	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052338	SRR9630708	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200627	NA	Eye	NA	NA	sample_R5_C55	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052337	SRR9630707	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200628	NA	Eye	NA	NA	sample_R5_C54	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052336	SRR9630706	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200629	NA	Eye	NA	NA	sample_R5_C52	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052335	SRR9629785	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12199560	NA	Eye	NA	NA	sample_R41_C69	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052334	SRR9629784	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12199561	NA	Eye	NA	NA	sample_R41_C64	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052333	SRR9629783	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12199562	NA	Eye	NA	NA	sample_R41_C60	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052332	SRR9629782	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12199563	NA	Eye	NA	NA	sample_R41_C51	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052331	SRR9629781	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12199564	NA	Eye	NA	NA	sample_R41_C47	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052330	SRR9629780	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12199565	NA	Eye	NA	NA	sample_R41_C46	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052329	SRR9629779	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12199566	NA	Eye	NA	NA	sample_R41_C45	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052327	SRR9629778	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12199567	NA	Eye	NA	NA	sample_R41_C43	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052328	SRR9628937	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200028	NA	Eye	NA	NA	sample_R20_C55	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052326	SRR9628936	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200029	NA	Eye	NA	NA	sample_R20_C49	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052325	SRR9628935	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200030	NA	Eye	NA	NA	sample_R20_C47	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052324	SRR9628934	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200031	NA	Eye	NA	NA	sample_R20_C43	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052323	SRR9628933	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200032	NA	Eye	NA	NA	sample_R20_C40	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052322	SRR9628932	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200033	NA	Eye	NA	NA	sample_R20_C33	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052320	SRR9628931	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200034	NA	Eye	NA	NA	sample_R20_C31	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052321	SRR9628930	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12200035	NA	Eye	NA	NA	sample_R20_C27	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052319	SRR9628017	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12196323	NA	Eye	NA	NA	Per_R36_C8	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052318	SRR9628016	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12196324	NA	Eye	NA	NA	Per_R36_C7	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052317	SRR9628015	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12196329	NA	Eye	NA	NA	Per_R36_C48	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052316	SRR9628014	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12196325	NA	Eye	NA	NA	Per_R36_C29	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052315	SRR9628013	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12196326	NA	Eye	NA	NA	Per_R36_C24	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052313	SRR9628012	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12196327	NA	Eye	NA	NA	Per_R35_C9	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052314	SRR9628011	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12196328	NA	Eye	NA	NA	Per_R35_C59	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052312	SRR9628010	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12196330	NA	Eye	NA	NA	Per_R35_C58	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052311	SRR9633580	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12193491	NA	Eye	NA	NA	M_R38_C43	NA	NA	SRP212788_SCRBSeq_P2
#SRS5052310	SRR9633579	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12193492	NA	Eye	NA	NA	M_R38_C41	NA	NA	SRP212788_SCRBSeq_P2
#SRS5052309	SRR9633578	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12193493	NA	Eye	NA	NA	M_R38_C38	NA	NA	SRP212788_SCRBSeq_P2
#SRS5052308	SRR9633577	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12193494	NA	Eye	NA	NA	M_R38_C23	NA	NA	SRP212788_SCRBSeq_P2
#SRS5052307	SRR9633576	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12193495	NA	Eye	NA	NA	M_R38_C21	NA	NA	SRP212788_SCRBSeq_P2
#SRS5052306	SRR9633575	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12193496	NA	Eye	NA	NA	M_R38_C20	NA	NA	SRP212788_SCRBSeq_P2
#SRS5052305	SRR9633574	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12193497	NA	Eye	NA	NA	M_R38_C18	NA	NA	SRP212788_SCRBSeq_P2
#SRS5052304	SRR9633573	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12191417	NA	Eye	NA	NA	M_R38_C17	NA	NA	SRP212788_SCRBSeq_P2
#SRS5052303	SRR9632649	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190579	NA	Eye	NA	NA	Macular_R63_C22	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052302	SRR9632648	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190580	NA	Eye	NA	NA	Macular_R63_C18	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052301	SRR9632647	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190581	NA	Eye	NA	NA	Macular_R63_C12	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052300	SRR9632646	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190582	NA	Eye	NA	NA	Macular_R62_C68	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052298	SRR9632645	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190583	NA	Eye	NA	NA	Macular_R62_C61	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052299	SRR9632644	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190584	NA	Eye	NA	NA	Macular_R62_C57	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052297	SRR9632643	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190585	NA	Eye	NA	NA	Macular_R62_C56	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052296	SRR9632642	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190586	NA	Eye	NA	NA	Macular_R62_C52	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052295	SRR9631113	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190026	NA	Eye	NA	NA	Macular_R15_C47	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052294	SRR9631112	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190207	NA	Eye	NA	NA	Macular_R15_C43	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052293	SRR9631111	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190208	NA	Eye	NA	NA	Macular_R15_C3	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052292	SRR9631110	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190209	NA	Eye	NA	NA	Macular_R15_C30	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052291	SRR9631109	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190210	NA	Eye	NA	NA	Macular_R15_C20	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052290	SRR9631108	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190211	NA	Eye	NA	NA	Macular_R15_C1	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052289	SRR9631107	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190212	NA	Eye	NA	NA	Macular_R15_C17	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052288	SRR9631106	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	P2	Tissue	NA	NA	SAMN12190214	NA	Eye	NA	NA	Macular_R15_C15	Macula	NA	SRP212788_SCRBSeq_P2
#SRS5052287	SRR9630217	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189800	NA	Eye	NA	NA	Periph_Nuc_R41_C70	Peripheral	NA	SRP212788_SCRBSeq_P1
#SRS5052286	SRR9630216	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189801	NA	Eye	NA	NA	Periph_Nuc_R41_C64	Peripheral	NA	SRP212788_SCRBSeq_P1
#SRS5052285	SRR9630215	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189710	NA	Eye	NA	NA	Periph_Nuc_R41_C63	Peripheral	NA	SRP212788_SCRBSeq_P1
#SRS5052284	SRR9630214	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189711	NA	Eye	NA	NA	Periph_Nuc_R41_C62	Peripheral	NA	SRP212788_SCRBSeq_P1
#SRS5052283	SRR9630213	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189712	NA	Eye	NA	NA	Periph_Nuc_R41_C46	Peripheral	NA	SRP212788_SCRBSeq_P1
#SRS5052282	SRR9630212	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189713	NA	Eye	NA	NA	Periph_Nuc_R41_C45	Peripheral	NA	SRP212788_SCRBSeq_P1
#SRS5052281	SRR9630211	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189714	NA	Eye	NA	NA	Periph_Nuc_R41_C44	Peripheral	NA	SRP212788_SCRBSeq_P1
#SRS5052279	SRR9630210	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189715	NA	Eye	NA	NA	Periph_Nuc_R41_C20	Peripheral	NA	SRP212788_SCRBSeq_P1
#SRS5052280	SRR9629377	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189036	NA	Eye	NA	NA	Macu_Nuc_R38_C29	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052278	SRR9629376	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189037	NA	Eye	NA	NA	Macu_Nuc_R38_C1	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052276	SRR9629375	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189038	NA	Eye	NA	NA	Macu_Nuc_R37_C7	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052275	SRR9629374	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189039	NA	Eye	NA	NA	Macu_Nuc_R37_C5	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052277	SRR9629373	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189040	NA	Eye	NA	NA	Macu_Nuc_R37_C54	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052274	SRR9629372	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189041	NA	Eye	NA	NA	Macu_Nuc_R37_C50	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052273	SRR9629371	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189042	NA	Eye	NA	NA	Macu_Nuc_R37_C4	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052272	SRR9629370	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12189043	NA	Eye	NA	NA	Macu_Nuc_R37_C33	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052271	SRR9628633	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188680	NA	Eye	NA	NA	Mac1cell_R52_C49	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052270	SRR9628632	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188681	NA	Eye	NA	NA	Mac1cell_R52_C48	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052269	SRR9628631	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188682	NA	Eye	NA	NA	Mac1cell_R52_C46	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052268	SRR9628630	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188684	NA	Eye	NA	NA	Mac1cell_R52_C44	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052267	SRR9628629	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188685	NA	Eye	NA	NA	Mac1cell_R52_C32	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052265	SRR9628628	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188686	NA	Eye	NA	NA	Mac1cell_R52_C30	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052266	SRR9628627	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188687	NA	Eye	NA	NA	Mac1cell_R52_C28	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052264	SRR9628626	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188689	NA	Eye	NA	NA	Mac1cell_R52_C25	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052262	SRR9633532	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12187826	NA	Eye	NA	NA	Mac1cell_R12_C17	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052263	SRR9633531	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12187827	NA	Eye	NA	NA	Mac1cell_R12_C10	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052261	SRR9633530	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12187828	NA	Eye	NA	NA	Mac1cell_R11_C67	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052260	SRR9633529	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12187829	NA	Eye	NA	NA	Mac1cell_R11_C61	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052259	SRR9633528	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12187830	NA	Eye	NA	NA	Mac1cell_R11_C57	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052258	SRR9633527	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12187831	NA	Eye	NA	NA	Mac1cell_R11_C55	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052257	SRR9633526	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12187832	NA	Eye	NA	NA	Mac1cell_R11_C54	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052255	SRR9633525	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12187833	NA	Eye	NA	NA	Mac1cell_R11_C45	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052256	SRR9627833	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188523	NA	Eye	NA	NA	Mac1cell_R30_C64	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052254	SRR9627832	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188524	NA	Eye	NA	NA	Mac1cell_R30_C60	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052252	SRR9627831	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188525	NA	Eye	NA	NA	Mac1cell_R30_C53	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052253	SRR9627830	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188438	NA	Eye	NA	NA	Mac1cell_R30_C52	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052251	SRR9627829	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188439	NA	Eye	NA	NA	Mac1cell_R30_C46	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052250	SRR9627828	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188440	NA	Eye	NA	NA	Mac1cell_R30_C44	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052249	SRR9627827	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188442	NA	Eye	NA	NA	Mac1cell_R30_C42	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052248	SRR9627826	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	P1	Tissue	NA	NA	SAMN12188443	NA	Eye	NA	NA	Mac1cell_R30_C39	NA	NA	SRP212788_SCRBSeq_P1
#SRS5052247	SRR9633058	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201253	NA	Eye	NA	NA	Per_R56_C37	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052245	SRR9633057	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201254	NA	Eye	NA	NA	Per_R56_C36	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052246	SRR9633056	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201256	NA	Eye	NA	NA	Per_R56_C21	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052244	SRR9633055	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201257	NA	Eye	NA	NA	Per_R56_C19	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052243	SRR9633054	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201258	NA	Eye	NA	NA	Per_R56_C18	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052242	SRR9633053	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201259	NA	Eye	NA	NA	Per_R56_C14	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052241	SRR9633052	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201261	NA	Eye	NA	NA	Per_R55_C69	NA	NA	SRP212788_SCRBSeq_P3
#SRS5052240	SRR9633051	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	P3	Tissue	NA	NA	SAMN12201262	NA	Eye	NA	NA	Per_R55_C68	NA	NA	SRP212788_SCRBSeq_P3
